,Year,Win%,Games,Val,PrevAS,WikiViews,AS
Sergio Rodríguez,2017,0.357,37.0,47.5,0.0,41170.0,0.0
Robert Covington,2017,0.357,39.0,49.1,0.0,40900.0,0.0
Semaj Christon,2017,0.568,36.0,37.6,0.0,19369.0,0.0
Ersan İlyasova,2017,0.357,42.0,56.8,0.0,74189.0,0.0
Kyle Singler,2017,0.568,23.0,35.0,0.0,31984.0,0.0
Enes Freedom,2017,0.568,44.0,60.7,0.0,0.0,0.0
Domantas Sabonis,2017,0.568,44.0,41.2,0.0,107463.0,0.0
Victor Oladipo,2017,0.568,35.0,56.2,0.0,113065.0,0.0
Andre Roberson,2017,0.568,44.0,45.7,0.0,894.0,0.0
Steven Adams,2017,0.568,42.0,59.4,0.0,141233.0,0.0
Deyonta Davis,2017,0.565,23.0,37.0,0.0,25364.0,0.0
Wade Baldwin,2017,0.565,23.0,37.5,0.0,257.0,0.0
Zach Randolph,2017,0.565,39.0,55.6,2.0,92125.0,0.0
Vince Carter,2017,0.565,39.0,48.2,8.0,326511.0,0.0
James Ennis III,2017,0.565,32.0,48.2,0.0,0.0,0.0
JaMychal Green,2017,0.565,45.0,51.9,0.0,17557.0,0.0
Mike Conley,2017,0.565,34.0,69.9,0.0,1269.0,0.0
Andrew Harrison,2017,0.565,43.0,43.0,0.0,658.0,0.0
Will Barton,2017,0.429,30.0,57.0,0.0,19786.0,0.0
Danilo Gallinari,2017,0.429,38.0,62.0,0.0,43479.0,0.0
Rashad Vaughn,2017,0.465,19.0,38.5,0.0,13411.0,0.0
Avery Bradley,2017,0.605,36.0,61.2,0.0,49513.0,0.0
Isaiah Whitehead,2017,0.209,35.0,38.7,0.0,28675.0,0.0
Greivis Vásquez,2017,0.209,3.0,35.3,0.0,28802.0,0.0
Luis Scola,2017,0.209,31.0,42.2,0.0,33115.0,0.0
Sean Kilpatrick,2017,0.209,42.0,49.8,0.0,52220.0,0.0
Joe Harris,2017,0.209,40.0,43.6,0.0,685.0,0.0
Justin Hamilton,2017,0.209,37.0,45.6,0.0,648.0,0.0
Brook Lopez,2017,0.209,39.0,64.3,1.0,122745.0,0.0
Bojan Bogdanović,2017,0.209,43.0,51.4,0.0,30636.0,0.0
Rondae Hollis-Jefferson,2017,0.209,39.0,45.7,0.0,19856.0,0.0
Trevor Booker,2017,0.209,39.0,54.5,0.0,25997.0,0.0
Jeremy Lin,2017,0.209,12.0,59.1,0.0,270832.0,0.0
Norman Powell,2017,0.651,39.0,42.5,0.0,21223.0,0.0
Jakob Poeltl,2017,0.651,25.0,37.2,0.0,682.0,0.0
Terrence Ross,2017,0.651,42.0,51.0,0.0,49228.0,0.0
Cory Joseph,2017,0.651,42.0,49.0,0.0,46626.0,0.0
Patrick Patterson,2017,0.651,33.0,47.0,0.0,756.0,0.0
Pascal Siakam,2017,0.651,40.0,42.0,0.0,49353.0,0.0
DeMarre Carroll,2017,0.651,38.0,50.7,0.0,34884.0,0.0
Jonas Valančiūnas,2017,0.651,41.0,57.6,0.0,58360.0,0.0
Henry Ellenson,2017,0.467,14.0,34.9,0.0,23714.0,0.0
Michael Gbinije,2017,0.467,8.0,32.5,0.0,15121.0,0.0
Boban Marjanović,2017,0.467,21.0,41.0,0.0,74758.0,0.0
Stanley Johnson,2017,0.467,41.0,40.5,0.0,820.0,0.0
Chris McCullough,2017,0.209,11.0,37.3,0.0,12928.0,0.0
Jae Crowder,2017,0.605,35.0,59.4,0.0,60277.0,0.0
John Henson,2017,0.465,41.0,47.3,0.0,18408.0,0.0
Al Horford,2017,0.605,33.0,64.9,4.0,116552.0,0.0
Jason Terry,2017,0.465,37.0,39.3,0.0,96270.0,0.0
Michael Beasley,2017,0.465,37.0,46.9,0.0,111393.0,0.0
Malcolm Brogdon,2017,0.465,43.0,50.8,0.0,82054.0,0.0
Greg Monroe,2017,0.465,42.0,56.2,0.0,31058.0,0.0
Miles Plumlee,2017,0.465,29.0,36.2,0.0,46881.0,0.0
Mirza Teletović,2017,0.465,35.0,41.4,0.0,22382.0,0.0
Matthew Dellavedova,2017,0.465,38.0,46.0,0.0,97238.0,0.0
Jabari Parker,2017,0.465,43.0,65.6,0.0,125179.0,0.0
Jeremy Lamb,2017,0.523,28.0,49.5,0.0,27380.0,0.0
Spencer Hawes,2017,0.523,30.0,45.8,0.0,24577.0,0.0
Ramon Sessions,2017,0.523,44.0,44.2,0.0,20190.0,0.0
Cody Zeller,2017,0.523,37.0,57.1,0.0,47198.0,0.0
Marco Belinelli,2017,0.523,39.0,50.2,0.0,35297.0,0.0
Marvin Williams,2017,0.523,38.0,51.2,0.0,28942.0,0.0
Roy Hibbert,2017,0.523,37.0,44.1,2.0,63207.0,0.0
Nicolas Batum,2017,0.523,41.0,61.9,0.0,34141.0,0.0
Michael Kidd-Gilchrist,2017,0.523,43.0,53.0,0.0,53908.0,0.0
Gerald Green,2017,0.605,24.0,40.4,0.0,64968.0,0.0
Tyler Zeller,2017,0.605,27.0,41.0,0.0,35926.0,0.0
Jonas Jerebko,2017,0.605,42.0,41.9,0.0,30532.0,0.0
Jaylen Brown,2017,0.605,42.0,39.5,0.0,72687.0,0.0
Terry Rozier,2017,0.605,38.0,43.9,0.0,22709.0,0.0
Amir Johnson,2017,0.605,42.0,48.1,0.0,32163.0,0.0
Okaro White,2017,0.318,2.0,27.5,0.0,9847.0,0.0
