,W,L,%,P_W,P_L,P_%
1670,21.0,30.0,0.412,0.0,0.0,0.0
1671,19.0,30.0,0.388,1.0,1.0,0.5
1672,4.0,12.0,0.25,0.0,0.0,0.0
1673,27.0,38.0,0.417,0.0,0.0,0.0
1674,79.0,96.0,0.452,2.0,3.0,0.4
1675,8.0,23.0,0.266,0.0,0.0,0.0
1676,31.0,34.0,0.477,1.0,2.0,0.333
1677,313.0,280.0,0.528,11.0,16.0,0.407
1678,152.0,120.0,0.559,8.0,9.0,0.471
1679,227.0,204.0,0.527,6.0,12.0,0.333
1680,136.0,103.0,0.569,6.0,5.0,0.545
1681,312.0,199.0,0.61,20.0,16.0,0.556
1682,57.0,70.0,0.449,2.0,2.0,0.5
1683,48.0,64.0,0.429,4.0,2.0,0.667
1684,9.0,8.0,0.529,1.0,1.0,0.5
1685,,,,,,
1686,266.0,215.0,0.553,15.0,17.0,0.469
1687,188.0,156.0,0.546,8.0,12.0,0.4
1688,34.0,31.0,0.523,0.0,2.0,0.0
1689,200.0,203.0,0.496,15.0,7.0,0.682
1690,101.0,78.0,0.564,9.0,6.0,0.6
1691,28.0,35.0,0.444,0.0,1.0,0.0
1692,24.0,26.0,0.48,2.0,1.0,0.667
1693,18.0,14.0,0.562,2.0,1.0,0.667
1694,20.0,14.0,0.588,0.0,1.0,0.0
1695,86.0,92.0,0.483,2.0,3.0,0.4
1696,26.0,40.0,0.395,0.0,1.0,0.0
1697,,,,,,
1698,,,,,,
1699,92.0,85.0,0.52,3.0,4.0,0.429
1700,4.0,12.0,0.25,0.0,0.0,0.0
1701,34.0,14.0,0.708,1.0,3.0,0.25
1702,74.0,89.0,0.454,0.0,3.0,0.0
1703,,,,,,
1704,119.0,107.0,0.526,5.0,6.0,0.455
1705,32.0,32.0,0.5,2.0,2.0,0.5
1706,53.0,58.0,0.478,0.0,2.0,0.0
1707,21.0,30.0,0.412,0.0,0.0,0.0
1708,79.0,81.0,0.494,6.0,5.0,0.545
1709,68.0,79.0,0.463,3.0,2.0,0.6
1710,122.0,135.0,0.475,4.0,4.0,0.5
1711,50.0,47.0,0.515,1.0,2.0,0.333
1712,6.0,10.0,0.382,0.0,0.0,0.0
1713,120.0,77.0,0.609,6.0,8.0,0.429
1714,100.0,75.0,0.571,7.0,6.0,0.538
1715,93.0,115.0,0.447,3.0,3.0,0.5
1716,26.0,7.0,0.788,1.0,2.0,0.333
1717,49.0,15.0,0.766,7.0,3.0,0.7
1718,22.0,43.0,0.339,0.0,0.0,0.0
1719,100.0,79.0,0.559,3.0,5.0,0.375
1720,76.0,67.0,0.531,3.0,4.0,0.429
1721,91.0,56.0,0.619,9.0,4.0,0.692
1722,69.0,91.0,0.431,0.0,1.0,0.0
1723,74.0,101.0,0.423,2.0,4.0,0.333
1724,76.0,52.0,0.594,2.0,6.0,0.25
1725,,,,,,
1726,5.0,27.0,0.156,0.0,0.0,0.0
1727,158.0,114.0,0.581,9.0,6.0,0.6
1728,,,,,,
1729,12.0,24.0,0.333,0.0,0.0,0.0
1730,232.0,175.0,0.57,5.0,14.0,0.263
1731,135.0,209.0,0.392,3.0,4.0,0.429
1732,,,,,,
1733,54.0,45.0,0.545,2.0,3.0,0.4
1734,57.0,25.0,0.695,7.0,4.0,0.636
1735,26.0,25.0,0.51,0.0,1.0,0.0
1736,180.0,185.0,0.493,8.0,9.0,0.471
1737,169.0,134.0,0.558,10.0,9.0,0.526
1738,100.0,94.0,0.515,5.0,6.0,0.455
1739,8.0,8.0,0.5,0.0,0.0,0.0
1740,73.0,71.0,0.507,3.0,4.0,0.429
1741,49.0,81.0,0.378,0.0,2.0,0.0
1742,182.0,154.0,0.542,7.0,9.0,0.438
1743,,,,,,
1744,176.0,113.0,0.609,13.0,11.0,0.542
1745,71.0,59.0,0.546,3.0,4.0,0.429
1746,,,,,,
1747,59.0,53.0,0.526,1.0,2.0,0.333
1748,,,,,,
1749,156.0,211.0,0.425,6.0,4.0,0.6
1750,116.0,92.0,0.558,9.0,7.0,0.562
1751,46.0,37.0,0.554,5.0,2.0,0.714
1752,35.0,48.0,0.422,1.0,1.0,0.5
1753,130.0,158.0,0.451,0.0,2.0,0.0
1754,2.0,14.0,0.125,0.0,0.0,0.0
1755,10.0,38.0,0.208,0.0,0.0,0.0
1756,20.0,11.0,0.641,2.0,2.0,0.5
1757,25.0,24.0,0.51,1.0,1.0,0.5
1758,,,,,,
1759,17.0,17.0,0.5,1.0,1.0,0.5
1760,31.0,33.0,0.484,0.0,0.0,0.0
1761,167.0,203.0,0.452,3.0,6.0,0.333
1762,218.0,226.0,0.491,10.0,8.0,0.556
1763,108.0,132.0,0.45,2.0,4.0,0.333
1764,181.0,235.0,0.435,2.0,6.0,0.25
1765,,,,,,
1766,37.0,43.0,0.463,0.0,2.0,0.0
1767,4.0,13.0,0.235,0.0,0.0,0.0
1768,14.0,18.0,0.438,0.0,0.0,0.0
1769,7.0,10.0,0.412,0.0,0.0,0.0
1770,6.0,11.0,0.353,0.0,0.0,0.0
1771,,,,,,
1772,93.0,115.0,0.448,2.0,3.0,0.4
1773,124.0,132.0,0.484,3.0,6.0,0.333
1774,5.0,27.0,0.156,0.0,0.0,0.0
1775,27.0,53.0,0.338,0.0,0.0,0.0
1776,100.0,77.0,0.565,5.0,5.0,0.5
1777,117.0,180.0,0.394,3.0,5.0,0.375
1778,192.0,270.0,0.416,3.0,6.0,0.333
1779,11.0,23.0,0.324,0.0,0.0,0.0
1780,,,,,,
1781,35.0,30.0,0.538,5.0,2.0,0.714
1782,12.0,21.0,0.368,0.0,0.0,0.0
1783,29.0,51.0,0.362,1.0,1.0,0.5
1784,178.0,124.0,0.589,11.0,12.0,0.478
1785,88.0,137.0,0.392,0.0,3.0,0.0
1786,111.0,175.0,0.389,1.0,2.0,0.333
1787,137.0,209.0,0.396,0.0,3.0,0.0
1788,124.0,150.0,0.453,8.0,3.0,0.727
1789,35.0,28.0,0.555,4.0,2.0,0.667
1790,10.0,7.0,0.588,0.0,1.0,0.0
1791,18.0,14.0,0.562,0.0,1.0,0.0
1792,,,,,,
1793,169.0,167.0,0.503,7.0,7.0,0.5
1794,53.0,43.0,0.552,2.0,3.0,0.4
1795,17.0,33.0,0.34,0.0,0.0,0.0
1796,122.0,166.0,0.424,3.0,5.0,0.375
1797,10.0,22.0,0.312,0.0,0.0,0.0
1798,40.0,42.0,0.488,6.0,1.0,0.857
1799,60.0,68.0,0.469,0.0,3.0,0.0
1800,84.0,30.0,0.737,15.0,4.0,0.789
1801,135.0,188.0,0.418,3.0,3.0,0.5
1802,,,,,,
1803,14.0,18.0,0.438,1.0,1.0,0.5
1804,7.0,8.0,0.469,0.0,0.0,0.0
1805,169.0,167.0,0.503,11.0,10.0,0.524
1806,,,,,,
1807,21.0,27.0,0.438,3.0,1.0,0.75
1808,40.0,40.0,0.5,4.0,2.0,0.667
1809,181.0,202.0,0.473,5.0,8.0,0.385
1810,4.0,12.0,0.25,0.0,0.0,0.0
1811,81.0,98.0,0.453,0.0,4.0,0.0
1812,58.0,69.0,0.457,0.0,2.0,0.0
1813,47.0,64.0,0.424,0.0,1.0,0.0
1814,64.0,51.0,0.556,8.0,4.0,0.667
1815,173.0,116.0,0.598,26.0,6.0,0.812
1816,114.0,112.0,0.504,5.0,7.0,0.417
1817,135.0,153.0,0.469,5.0,4.0,0.556
1818,,,,,,
1819,136.0,154.0,0.469,6.0,4.0,0.6
1820,,,,,,
1821,194.0,188.0,0.508,10.0,11.0,0.476
1822,39.0,41.0,0.487,0.0,2.0,0.0
1823,29.0,38.0,0.433,5.0,1.0,0.833
1824,163.0,140.0,0.538,4.0,8.0,0.333
1825,127.0,152.0,0.455,10.0,6.0,0.625
1826,39.0,41.0,0.487,3.0,2.0,0.6
1827,238.0,180.0,0.569,19.0,12.0,0.613
1828,,,,,,
1829,127.0,115.0,0.525,3.0,5.0,0.375
1830,271.0,145.0,0.651,23.0,17.0,0.575
1831,,,,,,
1832,37.0,44.0,0.457,5.0,2.0,0.714
1833,28.0,36.0,0.438,1.0,1.0,0.5
1834,,,,,,
1835,44.0,68.0,0.393,0.0,1.0,0.0
1836,22.0,27.0,0.45,1.0,1.0,0.5
1837,3.0,14.0,0.176,0.0,0.0,0.0
1838,44.0,19.0,0.695,5.0,3.0,0.625
1839,117.0,156.0,0.429,2.0,4.0,0.333
1840,36.0,28.0,0.562,4.0,3.0,0.571
1841,74.0,24.0,0.755,15.0,3.0,0.833
1842,12.0,4.0,0.75,1.0,1.0,0.5
1843,122.0,149.0,0.45,3.0,6.0,0.333
1844,48.0,35.0,0.578,6.0,3.0,0.667
1845,9.0,7.0,0.562,0.0,1.0,0.0
1846,82.0,64.0,0.562,2.0,6.0,0.25
1847,101.0,126.0,0.445,3.0,5.0,0.375
1848,10.0,7.0,0.588,0.0,1.0,0.0
1849,55.0,108.0,0.337,0.0,0.0,0.0
1850,52.0,46.0,0.53,3.0,3.0,0.5
1851,276.0,266.0,0.509,9.0,14.0,0.391
1852,65.0,63.0,0.508,2.0,3.0,0.4
1853,27.0,37.0,0.422,0.0,0.0,0.0
1854,50.0,48.0,0.51,1.0,2.0,0.333
1855,58.0,70.0,0.453,2.0,1.0,0.667
1856,18.0,31.0,0.37,1.0,1.0,0.5
1857,,,,,,
1858,149.0,156.0,0.489,6.0,7.0,0.461
1859,70.0,44.0,0.614,6.0,4.0,0.6
1860,234.0,124.0,0.654,30.0,10.0,0.75
1861,31.0,51.0,0.38,0.0,1.0,0.0
1862,121.0,122.0,0.498,1.0,5.0,0.167
1863,12.0,22.0,0.353,0.0,0.0,0.0
1864,141.0,132.0,0.516,3.0,7.0,0.3
1865,25.0,26.0,0.49,0.0,1.0,0.0
1866,175.0,153.0,0.533,11.0,9.0,0.55
1867,31.0,49.0,0.388,0.0,1.0,0.0
1868,0.0,0.0,0.0,0.0,0.0,0.0
1869,254.0,164.0,0.607,15.0,14.0,0.517
1870,62.0,20.0,0.756,14.0,2.0,0.875
1871,261.0,250.0,0.511,8.0,12.0,0.4
1872,83.0,128.0,0.393,1.0,2.0,0.333
1873,63.0,81.0,0.438,0.0,2.0,0.0
1874,96.0,82.0,0.539,5.0,4.0,0.556
1875,46.0,50.0,0.479,2.0,2.0,0.5
1876,7.0,10.0,0.412,0.0,0.0,0.0
1877,140.0,71.0,0.663,16.0,7.0,0.696
1878,80.0,160.0,0.333,0.0,1.0,0.0
1879,37.0,59.0,0.385,0.0,1.0,0.0
1880,114.0,174.0,0.396,3.0,4.0,0.429
1881,64.0,47.0,0.576,5.0,4.0,0.556
1882,53.0,27.0,0.662,3.0,4.0,0.429
1883,32.0,48.0,0.4,1.0,1.0,0.5
1884,25.0,23.0,0.521,2.0,2.0,0.5
1885,81.0,63.0,0.562,3.0,5.0,0.375
1886,19.0,32.0,0.372,0.0,0.0,0.0
1887,,,,,,
1888,15.0,18.0,0.456,0.0,0.0,0.0
1889,123.0,133.0,0.48,4.0,4.0,0.5
1890,,,,,,
1891,14.0,18.0,0.438,0.0,0.0,0.0
1892,33.0,78.0,0.299,1.0,1.0,0.5
1893,43.0,37.0,0.537,3.0,1.0,0.75
1894,11.0,21.0,0.344,0.0,0.0,0.0
1895,17.0,15.0,0.531,0.0,1.0,0.0
1896,12.0,20.0,0.375,0.0,0.0,0.0
1897,130.0,126.0,0.508,6.0,5.0,0.545
1898,137.0,196.0,0.412,3.0,3.0,0.5
1899,179.0,175.0,0.506,8.0,9.0,0.471
1900,22.0,26.0,0.458,0.0,1.0,0.0
1901,10.0,7.0,0.588,0.0,1.0,0.0
1902,28.0,22.0,0.559,0.0,2.0,0.0
1903,48.0,16.0,0.75,2.0,3.0,0.4
1904,1.0,31.0,0.031,0.0,0.0,0.0
1905,,,,,,
1906,7.0,9.0,0.438,0.0,0.0,0.0
1907,28.0,36.0,0.438,2.0,2.0,0.5
1908,34.0,17.0,0.667,2.0,3.0,0.4
1909,12.0,20.0,0.375,0.0,0.0,0.0
1910,39.0,28.0,0.582,0.0,2.0,0.0
1911,89.0,88.0,0.503,3.0,5.0,0.375
1912,61.0,102.0,0.374,4.0,1.0,0.8
1913,111.0,113.0,0.495,2.0,3.0,0.4
1914,139.0,148.0,0.484,6.0,4.0,0.6
1915,31.0,20.0,0.608,1.0,2.0,0.333
1916,57.0,58.0,0.496,0.0,2.0,0.0
1917,50.0,62.0,0.446,0.0,2.0,0.0
1918,103.0,90.0,0.533,4.0,5.0,0.444
1919,29.0,38.0,0.433,5.0,1.0,0.833
1920,66.0,45.0,0.594,4.0,4.0,0.5
1921,27.0,40.0,0.403,0.0,0.0,0.0
1922,4.0,13.0,0.235,0.0,0.0,0.0
1923,31.0,35.0,0.47,0.0,1.0,0.0
1924,42.0,22.0,0.656,4.0,2.0,0.667
1925,16.0,32.0,0.333,0.0,0.0,0.0
1926,27.0,56.0,0.325,0.0,0.0,0.0
1927,70.0,45.0,0.609,2.0,5.0,0.286
1928,41.0,54.0,0.433,3.0,2.0,0.6
1929,158.0,101.0,0.61,8.0,7.0,0.533
1930,,,,,,
1931,40.0,42.0,0.488,0.0,2.0,0.0
1932,248.0,153.0,0.618,15.0,16.0,0.484
1933,56.0,72.0,0.438,2.0,2.0,0.5
1934,,,,,,
1935,17.0,33.0,0.343,1.0,1.0,0.5
1936,61.0,67.0,0.477,2.0,2.0,0.5
1937,24.0,27.0,0.471,0.0,0.0,0.0
1938,28.0,37.0,0.432,0.0,1.0,0.0
1939,8.0,9.0,0.471,0.0,0.0,0.0
1940,,,,,,
1941,32.0,49.0,0.395,2.0,1.0,0.667
1942,138.0,109.0,0.558,9.0,6.0,0.6
1943,8.0,8.0,0.5,0.0,0.0,0.0
1944,81.0,127.0,0.389,0.0,2.0,0.0
1945,27.0,22.0,0.551,2.0,1.0,0.667
1946,43.0,38.0,0.53,5.0,3.0,0.625
1947,15.0,33.0,0.312,0.0,0.0,0.0
1948,,,,,,
1949,,,,,,
1950,,,,,,
1951,164.0,203.0,0.447,4.0,8.0,0.333
1952,11.0,21.0,0.344,0.0,0.0,0.0
1953,95.0,49.0,0.66,7.0,6.0,0.538
1954,17.0,31.0,0.354,0.0,0.0,0.0
1955,90.0,88.0,0.506,4.0,3.0,0.571
1956,0.0,0.0,0.0,0.0,0.0,0.0
1957,4.0,12.0,0.25,0.0,0.0,0.0
1958,231.0,150.0,0.605,18.0,15.0,0.545
1959,11.0,52.0,0.18,0.0,0.0,0.0
1960,,,,,,
1961,137.0,89.0,0.606,10.0,9.0,0.526
1962,109.0,99.0,0.524,4.0,5.0,0.444
1963,39.0,41.0,0.487,0.0,1.0,0.0
1964,10.0,22.0,0.312,0.0,0.0,0.0
1965,139.0,99.0,0.583,4.0,5.0,0.444
1966,32.0,63.0,0.339,0.0,0.0,0.0
1967,159.0,145.0,0.523,13.0,4.0,0.765
1968,3.0,13.0,0.188,0.0,0.0,0.0
1969,4.0,12.0,0.25,0.0,0.0,0.0
1970,19.0,13.0,0.594,0.0,1.0,0.0
1971,135.0,120.0,0.529,9.0,7.0,0.562
1972,13.0,19.0,0.406,0.0,0.0,0.0
1973,144.0,130.0,0.525,8.0,6.0,0.571
1974,37.0,45.0,0.452,1.0,1.0,0.5
1975,64.0,66.0,0.492,3.0,4.0,0.429
1976,39.0,41.0,0.488,1.0,2.0,0.333
1977,,,,,,
1978,51.0,48.0,0.515,1.0,2.0,0.333
1979,30.0,37.0,0.448,0.0,1.0,0.0
1980,35.0,32.0,0.522,0.0,1.0,0.0
1981,13.0,19.0,0.406,0.0,0.0,0.0
1982,109.0,52.0,0.676,8.0,9.0,0.471
1983,414.0,282.0,0.595,24.0,24.0,0.5
1984,30.0,51.0,0.373,0.0,1.0,0.0
1985,47.0,51.0,0.48,6.0,2.0,0.75
1986,47.0,35.0,0.572,2.0,4.0,0.333
1987,113.0,74.0,0.604,8.0,7.0,0.533
1988,,,,,,
1989,12.0,4.0,0.75,1.0,1.0,0.5
1990,10.0,22.0,0.312,0.0,0.0,0.0
1991,136.0,107.0,0.56,5.0,7.0,0.417
1992,124.0,119.0,0.51,3.0,7.0,0.3
1993,97.0,66.0,0.595,10.0,3.0,0.769
1994,47.0,18.0,0.723,4.0,3.0,0.571
1995,78.0,52.0,0.599,5.0,5.0,0.5
1996,62.0,53.0,0.539,7.0,4.0,0.636
1997,8.0,9.0,0.471,0.0,0.0,0.0
1998,138.0,150.0,0.479,5.0,6.0,0.455
1999,41.0,41.0,0.5,0.0,3.0,0.0
2000,7.0,25.0,0.219,0.0,0.0,0.0
2001,12.0,21.0,0.364,0.0,0.0,0.0
2002,171.0,148.0,0.536,7.0,13.0,0.35
2003,,,,,,
2004,39.0,25.0,0.609,1.0,3.0,0.25
2005,293.0,252.0,0.537,10.0,15.0,0.4
2006,36.0,60.0,0.375,0.0,0.0,0.0
2007,37.0,28.0,0.569,3.0,2.0,0.6
2008,219.0,131.0,0.626,17.0,13.0,0.567
2009,55.0,73.0,0.43,0.0,0.0,0.0
2010,37.0,29.0,0.561,1.0,2.0,0.333
2011,144.0,120.0,0.545,6.0,6.0,0.5
2012,170.0,172.0,0.497,8.0,10.0,0.444
2013,,,,,,
2014,,,,,,
2015,120.0,72.0,0.625,9.0,7.0,0.562
2016,168.0,121.0,0.581,11.0,9.0,0.55
2017,120.0,123.0,0.494,4.0,6.0,0.4
2018,54.0,45.0,0.545,2.0,3.0,0.4
2019,37.0,60.0,0.381,0.0,2.0,0.0
2020,262.0,262.0,0.5,4.0,11.0,0.267
2021,34.0,49.0,0.41,0.0,1.0,0.0
2022,237.0,165.0,0.589,13.0,14.0,0.481
2023,56.0,74.0,0.431,2.0,3.0,0.4
2024,50.0,33.0,0.602,2.0,3.0,0.4
2025,66.0,70.0,0.485,4.0,1.0,0.8
2026,269.0,178.0,0.601,17.0,14.0,0.548
2027,7.0,10.0,0.412,0.0,0.0,0.0
2028,95.0,129.0,0.424,2.0,2.0,0.5
2029,273.0,257.0,0.515,14.0,10.0,0.583
2030,2.0,14.0,0.125,0.0,0.0,0.0
2031,246.0,168.0,0.594,19.0,14.0,0.576
2032,131.0,144.0,0.476,0.0,4.0,0.0
2033,,,,,,
2034,128.0,179.0,0.417,6.0,2.0,0.75
2035,29.0,38.0,0.433,0.0,1.0,0.0
2036,9.0,7.0,0.559,1.0,1.0,0.5
2037,,,,,,
2038,210.0,207.0,0.504,5.0,10.0,0.333
2039,,,,,,
2040,23.0,26.0,0.47,1.0,1.0,0.5
2041,27.0,21.0,0.562,1.0,2.0,0.333
2042,62.0,69.0,0.473,0.0,2.0,0.0
2043,79.0,68.0,0.537,7.0,4.0,0.636
2044,70.0,44.0,0.614,5.0,5.0,0.5
2045,186.0,167.0,0.527,3.0,7.0,0.3
2046,109.0,133.0,0.451,5.0,5.0,0.5
2047,52.0,62.0,0.456,1.0,2.0,0.333
2048,104.0,58.0,0.642,12.0,5.0,0.706
2049,61.0,51.0,0.545,1.0,2.0,0.333
2050,17.0,33.0,0.34,0.0,0.0,0.0
2051,42.0,38.0,0.525,1.0,2.0,0.333
2052,312.0,262.0,0.543,10.0,15.0,0.4
2053,,,,,,
2054,7.0,9.0,0.438,0.0,0.0,0.0
2055,244.0,156.0,0.61,18.0,18.0,0.5
2056,90.0,56.0,0.616,3.0,6.0,0.333
2057,,,,,,
2058,112.0,175.0,0.391,1.0,3.0,0.25
2059,6.0,11.0,0.353,0.0,0.0,0.0
2060,43.0,56.0,0.434,0.0,1.0,0.0
2061,7.0,10.0,0.412,0.0,0.0,0.0
2062,33.0,15.0,0.684,3.0,2.0,0.6
2063,48.0,32.0,0.6,4.0,3.0,0.571
2064,173.0,166.0,0.51,5.0,7.0,0.417
2065,80.0,111.0,0.419,3.0,5.0,0.375
2066,164.0,158.0,0.509,7.0,6.0,0.538
2067,131.0,173.0,0.431,6.0,3.0,0.667
2068,123.0,117.0,0.512,5.0,6.0,0.455
2069,,,,,,
2070,,,,,,
2071,14.0,20.0,0.412,0.0,0.0,0.0
2072,78.0,50.0,0.609,3.0,4.0,0.429
2073,65.0,95.0,0.406,2.0,4.0,0.333
2074,44.0,39.0,0.53,0.0,2.0,0.0
2075,33.0,64.0,0.343,0.0,0.0,0.0
2076,36.0,14.0,0.72,9.0,1.0,0.9
2077,,,,,,
2078,,,,,,
2079,20.0,43.0,0.32,0.0,0.0,0.0
2080,32.0,32.0,0.5,1.0,2.0,0.333
2081,32.0,34.0,0.485,0.0,2.0,0.0
2082,62.0,82.0,0.431,0.0,2.0,0.0
2083,,,,,,
2084,34.0,31.0,0.523,0.0,2.0,0.0
2085,35.0,47.0,0.428,0.0,1.0,0.0
2086,8.0,8.0,0.5,0.0,0.0,0.0
2087,176.0,256.0,0.408,3.0,6.0,0.333
2088,129.0,90.0,0.588,10.0,8.0,0.556
2089,25.0,23.0,0.521,0.0,1.0,0.0
2090,,,,,,
2091,20.0,34.0,0.37,0.0,0.0,0.0
2092,9.0,8.0,0.529,0.0,1.0,0.0
2093,46.0,38.0,0.548,1.0,2.0,0.333
2094,,,,,,
2095,196.0,210.0,0.483,10.0,9.0,0.526
2096,62.0,53.0,0.539,2.0,3.0,0.4
2097,98.0,80.0,0.55,3.0,5.0,0.375
2098,14.0,18.0,0.438,1.0,1.0,0.5
2099,52.0,47.0,0.525,3.0,2.0,0.6
2100,121.0,98.0,0.552,7.0,8.0,0.467
2101,89.0,57.0,0.609,6.0,6.0,0.5
2102,88.0,104.0,0.458,4.0,3.0,0.571
2103,122.0,166.0,0.424,3.0,3.0,0.5
2104,20.0,28.0,0.417,1.0,1.0,0.5
2105,8.0,9.0,0.471,0.0,0.0,0.0
2106,113.0,158.0,0.417,2.0,2.0,0.5
2107,37.0,46.0,0.446,0.0,1.0,0.0
2108,15.0,33.0,0.312,0.0,0.0,0.0
2109,11.0,6.0,0.647,4.0,0.0,1.0
2110,118.0,157.0,0.429,1.0,3.0,0.25
2111,49.0,31.0,0.613,3.0,3.0,0.5
2112,118.0,74.0,0.615,9.0,7.0,0.562
2113,75.0,52.0,0.591,2.0,5.0,0.286
2114,,,,,,
2115,66.0,49.0,0.574,3.0,4.0,0.429
2116,108.0,147.0,0.423,5.0,5.0,0.5
2117,87.0,106.0,0.451,5.0,3.0,0.625
2118,16.0,32.0,0.333,0.0,0.0,0.0
2119,66.0,46.0,0.589,1.0,4.0,0.2
2120,30.0,36.0,0.455,2.0,1.0,0.667
2121,12.0,20.0,0.375,0.0,0.0,0.0
2122,66.0,80.0,0.452,1.0,2.0,0.333
2123,74.0,39.0,0.653,9.0,5.0,0.643
2124,33.0,31.0,0.516,2.0,3.0,0.4
2125,5.0,11.0,0.312,0.0,0.0,0.0
2126,,,,,,
2127,5.0,11.0,0.312,0.0,0.0,0.0
2128,6.0,27.0,0.191,0.0,0.0,0.0
2129,,,,,,
2130,,,,,,
2131,51.0,63.0,0.447,0.0,2.0,0.0
2132,5.0,27.0,0.156,0.0,0.0,0.0
2133,25.0,23.0,0.521,0.0,1.0,0.0
2134,,,,,,
2135,77.0,68.0,0.531,1.0,4.0,0.2
2136,16.0,18.0,0.471,0.0,0.0,0.0
2137,213.0,124.0,0.631,13.0,11.0,0.542
2138,68.0,109.0,0.385,0.0,2.0,0.0
2139,202.0,163.0,0.553,12.0,13.0,0.48
2140,101.0,94.0,0.518,7.0,4.0,0.636
2141,36.0,29.0,0.554,1.0,2.0,0.333
2142,34.0,30.0,0.531,1.0,2.0,0.333
2143,119.0,89.0,0.572,4.0,7.0,0.364
2144,148.0,155.0,0.488,7.0,5.0,0.583
2145,175.0,176.0,0.499,9.0,9.0,0.5
2146,12.0,22.0,0.353,0.0,0.0,0.0
2147,48.0,35.0,0.578,1.0,3.0,0.25
2148,87.0,73.0,0.544,3.0,4.0,0.429
2149,42.0,22.0,0.656,3.0,3.0,0.5
2150,75.0,120.0,0.385,0.0,2.0,0.0
2151,96.0,80.0,0.545,7.0,4.0,0.636
2152,145.0,112.0,0.564,7.0,7.0,0.5
2153,139.0,149.0,0.483,4.0,5.0,0.444
2154,132.0,77.0,0.632,9.0,8.0,0.529
2155,57.0,56.0,0.504,5.0,2.0,0.714
2156,72.0,59.0,0.55,7.0,5.0,0.583
2157,29.0,38.0,0.433,0.0,1.0,0.0
2158,28.0,17.0,0.622,3.0,1.0,0.75
2159,8.0,8.0,0.5,0.0,0.0,0.0
2160,29.0,37.0,0.44,2.0,1.0,0.667
2161,74.0,102.0,0.42,1.0,1.0,0.5
2162,4.0,13.0,0.235,0.0,0.0,0.0
2163,15.0,17.0,0.469,0.0,0.0,0.0
2164,11.0,4.0,0.719,2.0,1.0,0.667
2165,12.0,22.0,0.353,0.0,0.0,0.0
2166,77.0,54.0,0.588,7.0,4.0,0.636
2167,180.0,171.0,0.513,9.0,7.0,0.562
2168,95.0,84.0,0.531,3.0,4.0,0.429
2169,,,,,,
2170,150.0,169.0,0.47,2.0,7.0,0.222
2171,76.0,68.0,0.528,4.0,5.0,0.444
2172,75.0,134.0,0.359,1.0,3.0,0.25
2173,82.0,64.0,0.561,4.0,5.0,0.444
2174,99.0,92.0,0.518,5.0,6.0,0.455
2175,,,,,,
2176,115.0,142.0,0.448,6.0,3.0,0.667
2177,189.0,177.0,0.516,14.0,8.0,0.636
2178,20.0,46.0,0.303,0.0,0.0,0.0
2179,114.0,99.0,0.535,4.0,7.0,0.364
2180,36.0,46.0,0.439,0.0,1.0,0.0
2181,80.0,97.0,0.452,0.0,2.0,0.0
2182,53.0,58.0,0.478,1.0,3.0,0.25
2183,120.0,138.0,0.465,4.0,4.0,0.5
2184,94.0,131.0,0.418,6.0,3.0,0.667
2185,,,,,,
2186,239.0,160.0,0.599,16.0,16.0,0.5
2187,52.0,46.0,0.531,6.0,3.0,0.667
2188,95.0,65.0,0.594,6.0,4.0,0.6
2189,9.0,8.0,0.529,1.0,1.0,0.5
2190,4.0,12.0,0.25,0.0,0.0,0.0
2191,16.0,17.0,0.485,1.0,1.0,0.5
2192,,,,,,
2193,17.0,31.0,0.354,0.0,0.0,0.0
2194,23.0,25.0,0.479,0.0,1.0,0.0
2195,96.0,34.0,0.738,15.0,5.0,0.75
2196,180.0,203.0,0.47,9.0,8.0,0.529
2197,89.0,135.0,0.397,1.0,2.0,0.333
2198,25.0,26.0,0.49,0.0,1.0,0.0
2199,,,,,,
2200,41.0,39.0,0.512,0.0,1.0,0.0
2201,127.0,130.0,0.494,6.0,4.0,0.6
2202,32.0,50.0,0.392,0.0,1.0,0.0
2203,110.0,98.0,0.529,3.0,5.0,0.375
2204,199.0,200.0,0.499,12.0,8.0,0.6
2205,25.0,9.0,0.735,4.0,2.0,0.667
2206,31.0,49.0,0.388,0.0,0.0,0.0
2207,,,,,,
2208,56.0,43.0,0.566,1.0,3.0,0.25
2209,37.0,27.0,0.578,0.0,2.0,0.0
2210,38.0,26.0,0.594,4.0,1.0,0.8
2211,111.0,116.0,0.489,2.0,5.0,0.286
2212,24.0,10.0,0.706,0.0,2.0,0.0
2213,,,,,,
2214,194.0,128.0,0.603,17.0,9.0,0.654
2215,197.0,188.0,0.512,18.0,8.0,0.692
2216,6.0,11.0,0.353,0.0,0.0,0.0
2217,3.0,13.0,0.188,0.0,0.0,0.0
2218,86.0,153.0,0.36,2.0,4.0,0.333
2219,55.0,44.0,0.556,2.0,3.0,0.4
2220,58.0,72.0,0.447,2.0,4.0,0.333
2221,187.0,197.0,0.487,10.0,7.0,0.588
2222,14.0,18.0,0.438,1.0,1.0,0.5
2223,129.0,161.0,0.445,5.0,6.0,0.455
2224,173.0,166.0,0.51,6.0,7.0,0.461
2225,9.0,8.0,0.529,1.0,1.0,0.5
2226,48.0,34.0,0.584,0.0,3.0,0.0
2227,33.0,79.0,0.295,0.0,0.0,0.0
