Name,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
Michael Foster Jr.,1,1,0,,,,0,0,0,0,0,0,,0,0,0,0,0.01,-7.2,-1.9,-9.2,0
Evan Fournier,27,459,6.9,0.471,0.687,0.127,1,10.8,5.9,10.6,1.7,0.6,11.2,18.4,-0.3,0.4,0.1,0.01,-4,0,-4,-0.2
De'Aaron Fox,73,2435,21.8,0.599,0.276,0.331,1.9,12.4,7.2,29.6,1.6,0.8,10.6,30.1,5.5,1.8,7.4,0.146,3.4,-0.9,2.5,2.7
Markelle Fultz,60,1778,16.6,0.564,0.128,0.211,4.4,10.5,7.4,29.8,2.4,1.4,15.8,21.3,1.7,2,3.7,0.1,-0.1,0.7,0.5,1.2
Wenyen Gabriel,68,1024,14.4,0.626,0.138,0.323,12.6,17.2,15,4.8,1.2,2.9,13.4,14.1,1.5,1.3,2.8,0.132,-2.3,0.1,-2.2,-0.1
Daniel Gafford,78,1604,19.7,0.739,0,0.473,11.7,18,15,7.5,1,5.2,15.1,15.2,4.2,1.9,6.1,0.184,0.4,0.6,1,1.2
Darius Garland,69,2447,18.8,0.587,0.365,0.284,1.3,7.6,4.5,34.1,1.7,0.3,13.5,26.9,4.5,3,7.6,0.148,3.2,-0.7,2.4,2.7
Usman Garuba,75,970,12.9,0.569,0.333,0.266,13.4,21.4,17.4,8.8,2.2,2.9,19.2,10.5,0.9,0.9,1.8,0.091,-2,0.6,-1.4,0.2
Luka Garza,28,243,23,0.652,0.336,0.448,15.5,13.5,14.5,11.8,0.6,0.7,9.2,26.9,0.9,0.2,1.1,0.211,2.2,-2.6,-0.4,0.1
Rudy Gay,56,816,9,0.475,0.453,0.171,4.4,17,10.8,9.4,1.1,1.9,10.7,17.7,-0.4,0.7,0.3,0.018,-3.6,-0.4,-4,-0.4
Paul George,56,1939,19.6,0.588,0.424,0.293,2.6,17,9.9,24.2,2.1,0.9,13.4,29.5,2.3,2.3,4.6,0.114,2.4,0.3,2.8,2.3
Taj Gibson,49,480,11.4,0.585,0.192,0.336,7.7,13.6,10.8,9.6,1.5,2.1,15.3,15.3,0.4,0.5,0.8,0.082,-3.6,0.5,-3.2,-0.1
Josh Giddey,76,2367,17.1,0.533,0.209,0.13,6.6,20.9,13.6,29.9,1.1,1.2,15.1,24.6,1.3,2.7,4,0.081,1.5,-0.3,1.2,1.9
Shai Gilgeous-Alexander,68,2416,27.2,0.626,0.122,0.535,2.6,12.2,7.3,25.7,2.2,2.5,10.1,32.8,8.4,3,11.4,0.226,5.7,1.5,7.3,5.6
Anthony Gill,59,624,11.1,0.604,0.22,0.508,6.9,10.6,8.8,7.2,0.5,1.6,8.5,12.3,1,0.4,1.3,0.101,-2.4,-0.9,-3.3,-0.2
Jacob Gilyard,1,41,7.3,0.5,1,0,0,10.3,5.2,19.4,3.5,0,40,5.1,0,0.1,0.1,0.079,-7.8,1.7,-6.1,0
Rudy Gobert,70,2148,18.9,0.675,0.005,0.623,12.2,29.8,21.2,5.6,1.2,3.9,14.9,16.3,4.3,3.5,7.8,0.174,0,0.7,0.7,1.4
Jordan Goodwin,62,1106,14.8,0.531,0.334,0.195,6,14.3,10.3,20.8,2.6,2,12.9,17.3,0.9,1.3,2.2,0.097,-0.7,1.4,0.7,0.8
Aaron Gordon,68,2055,19.5,0.617,0.227,0.413,9.4,15.4,12.5,14.2,1.3,2.2,9.8,21.1,4.6,2.2,6.8,0.158,2.4,-0.3,2.1,2.1
Eric Gordon,69,1965,11.8,0.587,0.545,0.265,0.9,6.7,3.8,13.4,1.1,1.2,12.5,17.8,1.8,0.5,2.3,0.056,-0.5,-1.4,-1.9,0.1
Devonte' Graham,73,1338,12.5,0.552,0.784,0.304,1.6,8.7,5.1,19.4,1.6,1.1,9.8,17.1,1.5,1,2.5,0.091,0.1,-0.2,-0.1,0.6
Jerami Grant,63,2246,16,0.606,0.393,0.375,2.7,11.9,7.2,10.3,1.1,2.1,9.8,22.8,3.1,1,4.1,0.087,1.2,-1.4,-0.2,1
RaiQuan Gray,1,35,15.5,0.621,0.417,0.167,9.9,18.8,14.4,29,0,2.4,23.7,21.4,0,0,0.1,0.106,-0.6,-1.4,-2,0
A.J. Green,35,345,11.5,0.607,0.84,0.032,1.9,11.3,6.8,8.7,0.8,0,6.6,16.6,0.5,0.3,0.8,0.111,-0.3,-0.6,-0.9,0.1
Danny Green,11,138,10.8,0.617,0.755,0.02,2.5,9.1,5.8,6.1,2.2,2,16.8,18.9,0,0.2,0.2,0.059,-2.1,0.2,-1.9,0
Draymond Green,73,2297,12.2,0.592,0.276,0.228,3.2,21.6,12.6,27.8,1.5,2.3,28.1,13.2,1.6,3.1,4.7,0.098,-1.8,2.6,0.8,1.6
Jalen Green,76,2602,14.5,0.538,0.408,0.341,1.8,10.3,6,17.3,1.1,0.7,11.3,28.1,1.4,0.5,1.8,0.034,0.5,-2.6,-2.1,0
JaMychal Green,57,797,15.5,0.65,0.44,0.266,10.1,18,14.1,8.9,1.5,2.5,15.6,17.5,1.2,1,2.2,0.133,-0.7,0.2,-0.5,0.3
Javonte Green,32,480,14.5,0.646,0.324,0.417,6.5,14.2,10.4,6.4,2.4,4.2,13.5,13.6,0.6,0.8,1.4,0.142,-1.1,2.5,1.4,0.4
Jeff Green,56,1091,11,0.576,0.317,0.357,4.1,10.9,7.6,8.3,0.8,1.4,10.8,17,0.8,0.8,1.7,0.074,-2.4,-1,-3.4,-0.4
Josh Green,60,1539,11.2,0.645,0.442,0.246,4.1,9.7,6.9,9.7,1.4,0.3,14.5,14.6,1.7,0.9,2.6,0.082,-1.9,-0.6,-2.4,-0.2
AJ Griffin,72,1401,12.6,0.577,0.486,0.088,2.9,9.2,6,7,1.4,0.7,7.1,17.9,1.3,0.9,2.2,0.075,-0.3,-0.5,-0.8,0.4
Blake Griffin,41,569,13.1,0.59,0.508,0.246,9.2,20.4,14.9,14.2,1.2,1.4,13.2,12.7,1,0.8,1.8,0.153,-1.4,1.5,0.1,0.3
Quentin Grimes,71,2121,11.7,0.619,0.676,0.163,2.5,9.4,5.9,9.7,1.1,1.2,9.7,14.4,3.2,1.6,4.8,0.108,-0.3,0.1,-0.1,1
Rui Hachimura,63,1466,13.2,0.556,0.274,0.204,4.1,16.5,10.5,5.8,0.6,1.5,7.7,20.2,0.6,1.3,1.8,0.06,-1.3,-1,-2.2,-0.1
Tyrese Haliburton,56,1883,23.6,0.624,0.478,0.239,1.9,10.1,6,47.6,2.3,1.1,13.2,23.8,6.4,1.2,7.6,0.195,7,0.2,7.2,4.4
Jordan Hall,9,83,5.5,0.438,0.536,0.321,3.8,12.3,7.9,17,0.6,0,18,19.4,-0.1,0,-0.1,-0.077,-4.7,-2.9,-7.6,-0.1
R.J. Hampton,47,750,10.8,0.558,0.489,0.321,2.6,10.5,6.5,10.4,1.7,1.1,13.4,17.8,0.1,0.5,0.7,0.042,-2.3,-0.6,-2.9,-0.2
Tim Hardaway Jr.,71,2152,12.1,0.554,0.649,0.195,1.1,12.6,6.8,9,1.1,0.5,6.1,20.6,1,1.3,2.3,0.051,-0.3,-1.5,-1.8,0.1
James Harden,58,2135,21.6,0.607,0.496,0.429,2.3,17.1,9.8,43.3,1.6,1.4,16.3,25,5.8,2.6,8.4,0.188,5.1,0.3,5.4,4
Jaden Hardy,48,708,14.6,0.571,0.468,0.237,1.8,13,7.3,14.9,1.2,0.9,11.1,26.4,0.2,0.5,0.7,0.048,-0.4,-1.9,-2.3,0
Ron Harper Jr.,9,48,15.7,0.608,0.563,0.063,6.6,10.2,8.3,11.9,0,2,0,14.6,0.1,0,0.2,0.158,2.4,-1.2,1.2,0
Montrezl Harrell,57,681,17.6,0.631,0.029,0.483,11.8,15.7,13.8,7.4,1.2,3.4,12.1,18.9,1.3,0.8,2.2,0.153,-0.9,-0.4,-1.3,0.1
Gary Harris,48,1184,10.5,0.62,0.71,0.098,2,7.4,4.7,6.9,1.8,1,8,12.6,1.3,1.1,2.3,0.095,-1.4,0.7,-0.7,0.4
Joe Harris,74,1527,10.6,0.621,0.757,0.064,1.7,10.1,6,9.1,1.1,0.7,8.3,14.3,1.5,1.1,2.6,0.083,-0.6,-0.6,-1.1,0.3
Kevon Harris,34,457,9.2,0.564,0.402,0.383,6.9,10.4,8.7,4.7,1.8,1.1,14.4,13.7,0.2,0.4,0.6,0.065,-3.5,-0.1,-3.6,-0.2
Tobias Harris,74,2436,14.8,0.602,0.383,0.153,3.3,17,10.3,11.4,1.4,1.5,9,18.2,3.1,2.8,5.9,0.116,0.6,0.1,0.7,1.7
Shaquille Harrison,5,120,17.9,0.516,0.278,0.417,1,20.3,10.5,34.9,4.5,1.5,12.3,17.6,0.2,0.2,0.3,0.137,-2.5,2.6,0.1,0.1
Josh Hart,76,2454,14.1,0.622,0.315,0.338,6.5,21,13.7,16.1,1.8,0.8,16.4,12.6,3.8,2.2,6,0.118,-0.2,1.1,0.9,1.8
Isaiah Hartenstein,82,1626,14.2,0.567,0.113,0.217,14.1,22.2,18.1,8.3,1.6,3.7,15.6,11.2,2.2,2.4,4.6,0.136,-1.5,1.2,-0.3,0.7
Udonis Haslem,7,71,6.2,0.433,0.31,0.172,6.4,12,9.1,0,0.7,2.9,3.1,20.1,-0.1,0.1,0,-0.009,-8.2,-3.9,-12.1,-0.2
Sam Hauser,80,1290,12.7,0.634,0.846,0.043,3,14.1,8.6,7.6,1.1,1.4,6.9,14.7,1.8,1.6,3.4,0.128,0.6,0.4,1,1
Jaxson Hayes,47,610,13.7,0.605,0.186,0.532,7.3,17.3,12.3,7.7,1.6,3,13.9,15.7,0.6,0.9,1.5,0.118,-2.2,1,-1.2,0.1
Killian Hayes,76,2154,10.2,0.455,0.351,0.137,1.4,10.2,5.7,32.3,2.3,1.1,16.7,20.5,-1.9,1.4,-0.5,-0.012,-3.3,-0.5,-3.8,-1
Gordon Hayward,50,1577,13.5,0.563,0.275,0.274,2.2,12.6,7.3,19.3,1.3,0.7,13.2,20,0.8,1.1,2,0.059,-1.1,-0.3,-1.4,0.2
Juancho Hernangómez,42,614,7.6,0.504,0.588,0.14,4.6,19.1,11.3,5.2,1.3,0.9,11,9.4,0.1,0.6,0.7,0.053,-3.5,0.2,-3.3,-0.2
Willy Hernangómez,38,458,20.7,0.61,0.065,0.615,14.4,30.1,22.3,10.7,1.8,2.7,15.4,23.8,0.8,0.8,1.6,0.171,-0.2,0.5,0.3,0.3
Tyler Herro,67,2337,15.3,0.566,0.484,0.164,1.3,17.3,9,19.9,1.1,0.7,11.7,25.6,1.1,2.4,3.5,0.072,1.5,-0.8,0.6,1.6
Buddy Hield,80,2482,15.4,0.614,0.652,0.124,3,14.9,8.9,13.3,1.8,0.9,11.3,20.8,2.7,1.6,4.4,0.085,2.5,-0.6,1.9,2.4
Haywood Highsmith,54,969,8.5,0.517,0.505,0.13,6.7,16.4,11.4,6.2,1.9,1.8,16.5,12.5,-0.3,1.3,0.9,0.046,-3.7,0.7,-3.1,-0.3
George Hill,46,834,10.6,0.61,0.572,0.331,2,8.6,5.4,16.7,1.5,0.6,15.2,11.3,1.1,0.8,1.9,0.107,-2.4,0.9,-1.5,0.1
Malcolm Hill,5,9,15.4,0.625,0.75,0,0,37.2,18.9,0,0,0,0,19.7,0,0,0,0.125,1.6,0.8,2.4,0
Aaron Holiday,63,845,9.4,0.528,0.4,0.145,3.2,6.4,4.8,13,2.1,1.2,13.3,13.4,0.3,0.6,0.9,0.053,-2.9,0.9,-2,0
Jrue Holiday,67,2183,19.2,0.586,0.402,0.173,3.9,12,8.1,34.4,1.7,0.9,15.2,25,3.9,2.8,6.7,0.148,3,0.1,3.1,2.8
Justin Holiday,46,706,6.6,0.494,0.701,0.039,0.8,8.1,4.4,7.5,1.3,2.3,9.6,14.1,-0.4,0.5,0.1,0.008,-3.7,-0.1,-3.9,-0.3
Richaun Holmes,42,348,12.9,0.668,0.09,0.213,9.6,16.6,13.1,3.5,0.4,2.8,12.6,13.7,0.6,0.3,0.8,0.113,-2,-0.9,-2.9,-0.1
Al Horford,63,1922,13.8,0.631,0.678,0.044,4.2,17.7,11.1,13.2,0.8,2.7,7,11.9,3.6,2.7,6.3,0.157,1.6,1.7,3.3,2.5
Talen Horton-Tucker,65,1313,13.7,0.508,0.331,0.274,3.4,13.7,8.6,27.4,1.5,1.9,15.5,25.9,-0.3,1.1,0.8,0.029,-1.1,-0.5,-1.6,0.2
Danuel House Jr.,56,807,9.4,0.6,0.558,0.305,1.3,12.2,6.9,7.5,0.9,1,10.4,13.8,0.6,0.7,1.3,0.075,-2.5,-0.5,-3,-0.2
Caleb Houstan,51,812,6.2,0.508,0.747,0.099,4.7,9.1,6.9,4.9,0.7,0.8,8.7,11,0.1,0.5,0.7,0.039,-3.1,-0.9,-4,-0.4
Trevor Hudgins,5,28,4.2,0.436,0.889,0.333,0,0,0,13.9,0,0,8.8,16.8,0,0,0,-0.035,-3.8,-4.7,-8.4,0
Kevin Huerter,75,2203,15.2,0.617,0.589,0.151,2.2,10.8,6.5,14.1,1.7,1,9.5,19.9,3.3,1.7,4.9,0.107,1.4,-0.3,1,1.7
Jay Huff,7,95,22.3,0.796,0.48,0.64,7.3,16.9,12.3,14.7,1.5,3.6,13.5,16.9,0.4,0.1,0.5,0.261,2.8,1.2,4,0.1
De'Andre Hunter,67,2126,11.5,0.563,0.348,0.252,2.3,12.4,7.3,6,0.8,0.7,8.2,19.7,1.4,1.2,2.5,0.057,-1.9,-1.4,-3.3,-0.7
Bones Hyland,56,1085,14.9,0.535,0.552,0.179,2.1,11.8,7.1,23.4,1.8,1.2,11.7,28,0.3,1.1,1.4,0.062,0.4,-1.2,-0.8,0.3
Serge Ibaka,16,185,9.8,0.553,0.333,0.241,8.8,15.7,12.4,2.9,0.5,3.1,15.6,16.1,0,0.2,0.2,0.058,-4.6,0,-4.5,-0.1
Andre Iguodala,8,113,7.3,0.521,0.6,0.2,3,13.4,8.3,20.3,1.7,2.3,35.5,9.4,0,0.1,0.1,0.044,-4.3,1.7,-2.5,0
Joe Ingles,46,1044,10.7,0.616,0.819,0.085,1.4,11.1,6.4,18.4,1.5,0.5,17.6,12.6,1.1,1.2,2.3,0.107,-1.6,0.8,-0.7,0.3
Brandon Ingram,45,1538,19.2,0.582,0.196,0.326,1.7,16.4,9.1,28.1,1,1.2,13.4,30.8,1.8,1.7,3.5,0.108,2.2,-0.4,1.7,1.5
Kyrie Irving,60,2241,22.4,0.613,0.412,0.227,3,12.3,7.7,25.4,1.4,1.7,8.8,28.9,5.4,2,7.4,0.159,4.8,-0.7,4.1,3.5
Jonathan Isaac,11,124,20.3,0.483,0.283,0.17,13.7,26.5,20.1,7.3,5.5,3.1,6.6,21.1,0,0.3,0.3,0.13,1,3,4,0.2
Jaden Ivey,74,2304,12.1,0.528,0.356,0.362,3.4,10.7,6.9,26.2,1.3,0.7,17.2,25.4,-0.9,0.8,0,-0.001,-1.4,-1.9,-3.3,-0.7
Frank Jackson,1,5,-6.8,0,0.333,0,21.9,21.3,21.6,22.7,0,0,0,25.1,0,0,0,-0.378,-12.5,-9.8,-22.2,0
Isaiah Jackson,63,1042,17.5,0.595,0.044,0.459,12.1,18,15,7,1.4,7.7,11.8,17.4,1.5,1.2,2.7,0.124,-1.7,0.9,-0.8,0.3
Jaren Jackson Jr.,63,1787,21.6,0.613,0.343,0.372,6.4,18.8,12.6,5,1.7,9.6,10.1,24.7,2.8,3.8,6.6,0.177,0.7,2,2.8,2.2
Justin Jackson,23,107,6.3,0.359,0.741,0.074,2.1,15.1,8.7,10.5,1.8,3.2,6.7,12.2,-0.1,0.2,0.1,0.025,-4.2,1.6,-2.6,0
Quenton Jackson,9,135,12.2,0.542,0.286,0.524,1.7,4.8,3.3,15.1,1.4,0.6,7.2,17.9,0.1,0.1,0.2,0.078,-3.7,-1.5,-5.1,-0.1
Reggie Jackson,68,1657,10,0.514,0.45,0.122,1.7,8,4.9,20,1.4,0.3,14.6,20.8,-0.6,1.2,0.6,0.018,-2.9,-1.1,-3.9,-0.8
LeBron James,55,1954,23.9,0.583,0.309,0.268,3.7,20.8,12.5,33.5,1.2,1.4,11.6,33.3,3.2,2.4,5.6,0.138,5.5,0.6,6.1,4
Ty Jerome,45,816,12.8,0.594,0.372,0.169,1,9.4,5.3,22.1,1.3,0.5,10.3,14.9,1.4,0.7,2.1,0.124,-1.1,0.3,-0.8,0.3
Isaiah Joe,73,1395,14.5,0.626,0.776,0.197,2,11.6,6.7,8.7,1.6,0.5,6.6,17.7,2.5,1.3,3.8,0.131,1.3,-0.4,0.9,1
Alize Johnson,4,30,4.3,0.509,0.333,0.333,7,30.3,18.2,4.2,1.6,0,36.8,15,-0.1,0,-0.1,-0.099,-7.4,-1.7,-9.1,-0.1
Cameron Johnson,42,1199,17.1,0.617,0.538,0.253,3.2,14,8.6,9.6,2,1,6.6,20.6,2.1,1.4,3.5,0.142,2,0.6,2.6,1.4
Jalen Johnson,70,1042,14.1,0.554,0.323,0.242,5.3,24.6,14.8,10.4,1.7,2.8,10.3,16,0.8,1.3,2.1,0.099,-1.2,1.5,0.3,0.6
James Johnson,18,162,8.4,0.486,0.306,0.163,2.7,17.8,10.3,12.6,2.1,3.2,13.2,15.7,-0.1,0.2,0.1,0.017,-5.7,1.2,-4.4,-0.1
Keldon Johnson,63,2063,15.3,0.551,0.366,0.294,2.9,14.4,8.4,13.7,1.1,0.4,9.6,27.9,0.7,0.5,1.3,0.03,0.7,-2.5,-1.8,0.1
Keon Johnson,40,416,9,0.482,0.455,0.23,3,9.2,6.1,20.9,2.2,1.3,18,25,-0.7,0.2,-0.5,-0.057,-3.8,-1.6,-5.4,-0.4
Stanley Johnson,30,469,13.5,0.625,0.328,0.32,4.9,17.7,11.1,19,1.6,1.1,19.2,15.2,0.5,0.3,0.7,0.076,-0.8,-0.2,-1,0.1
Nikola Jokić,69,2323,31.5,0.701,0.146,0.406,8.5,31.3,20.2,46.6,1.8,1.8,17,27.2,11.2,3.8,14.9,0.308,8.5,4.5,13,8.8
Carlik Jones,7,56,11.1,0.54,0.4,0.533,2.1,8,5.1,13.9,1.7,0,9.7,16.2,0,0.1,0.1,0.078,-2.8,0.4,-2.5,0
Damian Jones,41,477,12.9,0.719,0.198,0.337,9.7,17.7,13.8,4.1,0.8,3.7,18.9,10.7,0.7,0.5,1.2,0.119,-2,0.3,-1.7,0
Derrick Jones Jr.,64,893,13.8,0.597,0.348,0.365,7.7,11.6,9.7,5.1,1.6,4,8.6,14.5,1.2,1.2,2.4,0.131,-1.2,0.8,-0.4,0.3
Herbert Jones,66,1951,12.1,0.567,0.333,0.321,5.6,10,7.8,11.1,2.6,2.1,13.3,14.5,1.5,2.7,4.2,0.104,-1.9,1.7,-0.3,0.8
Kai Jones,46,550,10.8,0.597,0.158,0.217,7,17,11.9,3.7,1.5,4.7,19.1,12.4,0,0.7,0.7,0.062,-4.8,0.8,-4,-0.3
Tre Jones,68,1984,16,0.534,0.213,0.231,3,10.8,6.7,31.5,2.1,0.4,11.8,19.3,2.6,0.8,3.4,0.082,-0.2,-0.8,-1,0.5
Tyus Jones,80,1940,16,0.546,0.459,0.141,1.5,9.4,5.5,28.8,2,0.3,8.9,17.7,3.4,2.3,5.7,0.141,1.2,0.3,1.6,1.7
DeAndre Jordan,39,586,14.7,0.731,0.009,0.417,10.5,28.6,19.8,7.7,1,3.5,26.1,13.7,0.5,0.9,1.4,0.112,-2.4,0.7,-1.8,0
Cory Joseph,62,1227,12.1,0.558,0.513,0.205,1.8,7.9,4.8,25.4,1.3,0.6,12.8,15.2,1.5,0.3,1.8,0.07,-0.7,-0.8,-1.5,0.2
Nikola Jović,15,204,10.6,0.53,0.507,0.275,5,13.1,8.9,7.3,1.7,1,11.4,19,0,0.2,0.2,0.053,-3.4,0,-3.4,-0.1
Johnny Juzang,18,232,6.5,0.411,0.606,0.038,3.8,14.3,9.1,4.7,0.8,1.1,2.8,19.6,-0.3,0.1,-0.2,-0.032,-4.3,-2.2,-6.5,-0.3
Mfiondu Kabengele,4,36,8.1,0.381,0.429,0.286,15.4,14.9,15.2,0,2.7,0,11.3,10.8,0,0.1,0.1,0.067,-6.6,-2.4,-8.9,-0.1
Frank Kaminsky,36,235,15.3,0.635,0.524,0.254,3.2,21.2,12.1,17.8,1.2,1.6,11.4,14.1,0.5,0.2,0.7,0.141,1.2,1.7,2.8,0.3
Trevor Keels,3,8,3.7,0.375,1,0,0,27.6,13.7,0,0,0,0,21.4,0,0,0,-0.062,-7.4,-5.6,-13,0
Luke Kennard,59,1315,13,0.684,0.704,0.102,1.2,11.8,6.6,9.4,1.2,0.3,10.3,14.5,2.2,1.2,3.4,0.124,0.6,-0.1,0.5,0.8
Walker Kessler,74,1703,21.5,0.702,0.007,0.384,14.9,24.4,19.7,5.7,0.7,8.6,10.7,13.3,4.6,2.5,7.1,0.2,1.4,1.5,2.9,2.1
Braxton Key,3,9,18.6,1.064,0,2,0,12.7,6.2,0,0,0,0,8.9,0,0,0,0.242,2.1,0.8,2.9,0
Louis King,1,29,21.3,0.744,0.615,0.077,8.3,8,8.1,12.2,1.7,0,13,23.8,0.1,0,0.1,0.157,3.3,-1,2.3,0
Corey Kispert,74,2093,11.5,0.657,0.656,0.15,1.8,8.9,5.5,5.7,0.7,0.4,8.1,14.1,2.9,0.9,3.8,0.088,-0.1,-1.4,-1.5,0.2
Maxi Kleber,37,930,8.7,0.592,0.663,0.225,3.7,13.3,8.4,7.5,0.6,2.9,12.7,10.3,0.7,0.6,1.3,0.067,-2.2,0,-2.2,0
Nathan Knight,38,291,14.5,0.655,0.272,0.704,8.6,12.8,10.8,6.1,1.6,1.8,16.5,18.7,0.4,0.3,0.7,0.116,-2.4,-0.8,-3.2,-0.1
Kevin Knox,63,952,11.1,0.579,0.56,0.181,3.9,17.3,10.5,5.2,1.2,1.1,12.2,18.4,0.2,0.5,0.7,0.034,-2.1,-1.4,-3.5,-0.4
Christian Koloko,58,802,11.4,0.517,0.08,0.393,11.1,13.3,12.1,5,1.3,6.9,10.2,10.4,0.7,1,1.7,0.104,-4.3,0.8,-3.5,-0.3
John Konchar,72,1494,10.8,0.542,0.553,0.113,4.5,17.4,11,8.2,2.4,1.5,9.9,10.4,1,2.5,3.5,0.111,-1.9,2.4,0.5,0.9
Furkan Korkmaz,37,353,9.3,0.552,0.414,0.324,2,11.8,7,8.8,1.4,0.8,15.9,19.1,-0.2,0.3,0.1,0.019,-3.3,-1,-4.4,-0.2
Luke Kornet,69,804,16.7,0.697,0.076,0.229,11.9,14.8,13.4,9.1,0.7,4.9,11.8,11.5,2.1,1.2,3.3,0.198,-0.4,1.3,1,0.6
Vit Krejci,29,165,7.7,0.475,0.568,0.054,3.9,13.4,8.6,12.4,1.4,0.5,11.7,10.9,0,0.1,0.1,0.042,-4.2,0.6,-3.6,-0.1
Jonathan Kuminga,67,1394,13.3,0.597,0.294,0.278,5.6,12.5,9.1,12.7,1.4,2,14.6,19.6,1,1.4,2.4,0.084,-1.7,-0.1,-1.7,0.1
Kyle Kuzma,64,2239,14.3,0.544,0.421,0.208,2.8,19.5,11.5,16.5,0.8,1.1,13.2,27.9,-1,1.9,0.9,0.019,-0.2,-1.5,-1.7,0.2
Anthony Lamb,62,1195,10.9,0.61,0.634,0.191,5.3,14.4,9.9,10.5,1.1,1.5,13.7,13.8,1.2,1.2,2.4,0.096,-1.6,0.4,-1.1,0.3
Jock Landale,69,979,16.4,0.595,0.249,0.312,13.2,18.6,15.8,10.1,0.8,2.7,13.3,19.3,1.5,1.2,2.7,0.132,-0.7,-0.4,-1.1,0.2
Romeo Langford,43,844,10.4,0.524,0.236,0.216,7.1,7.7,7.4,7.9,1.3,1.3,9.6,15.4,0.3,0.2,0.5,0.029,-2.6,-1.5,-4.2,-0.5
Jake LaRavia,35,414,6.7,0.531,0.747,0.095,4.9,11.3,8.1,6.2,1.4,0.9,15.4,11.7,0,0.5,0.5,0.054,-3.9,0.4,-3.5,-0.2
Zach LaVine,77,2768,19,0.607,0.392,0.308,1.7,12.2,7.1,18.7,1.2,0.6,11,28.3,4.2,2.9,7.1,0.123,2.7,-0.7,1.9,2.7
A.J. Lawson,15,108,13.9,0.589,0.568,0.182,6.4,16.3,11.3,3,0.9,0,5.9,21.1,0.1,0.1,0.1,0.063,-1.5,-2.9,-4.4,-0.1
Damion Lee,74,1506,10.7,0.607,0.546,0.23,2.8,14,8.3,8.9,1,0.4,13.5,16.3,1.1,1.4,2.6,0.081,-1.3,-0.4,-1.7,0.1
Saben Lee,25,373,13.1,0.517,0.248,0.471,3.8,9.7,6.7,24.3,2.5,0.2,14.1,19.5,0.2,0.4,0.7,0.088,-2.7,0.9,-1.8,0
Alex Len,26,161,12.8,0.58,0.067,0.533,17.2,25.4,21.3,9.3,1.2,6,30.2,14.1,0.1,0.2,0.3,0.085,-4.9,0.9,-4,-0.1
Kawhi Leonard,52,1748,23.9,0.623,0.287,0.32,3.7,17.8,10.8,19.6,2,1.4,8.1,27,4.9,2.2,7.1,0.194,5.1,0.9,6.1,3.5
Meyers Leonard,9,114,12,0.652,0.621,0.31,11.4,19.4,15.5,1.2,0.8,0,15.4,14.4,0.2,0.1,0.3,0.126,-2.8,-2.2,-5,-0.1
Caris LeVert,74,2237,12.4,0.546,0.437,0.243,2.8,12.1,7.4,18,1.6,1,12.4,18.7,1.4,3.1,4.4,0.095,-1,0.8,-0.2,1
Kira Lewis Jr.,25,235,14.5,0.584,0.386,0.25,2.4,13.5,8,14,2.1,0.8,9.3,19.7,0.3,0.3,0.6,0.122,-0.8,0.5,-0.3,0.1
Damian Lillard,58,2107,26.7,0.645,0.547,0.464,2.4,12.8,7.6,35,1.2,0.8,11.7,33.8,8.2,0.8,9,0.205,8.3,-1.2,7.1,4.9
Nassir Little,54,976,10.2,0.555,0.521,0.152,3.2,13.5,8.3,7.3,1,1.8,10,16,0.2,0.4,0.7,0.032,-1.6,-1.4,-3,-0.3
Isaiah Livers,52,1199,8.4,0.567,0.705,0.135,2.5,11,6.6,4.8,1.1,2.1,9,11.9,0.5,0.5,1,0.041,-2.1,-0.3,-2.4,-0.1
Kenneth Lofton Jr.,24,176,20.2,0.572,0.183,0.29,11.5,19.2,15.4,18.1,1.3,1,10.3,27.6,0.3,0.2,0.5,0.145,0.7,-1.1,-0.4,0.1
Kevon Looney,82,1958,17.8,0.639,0.003,0.404,15.7,26.8,21.4,13.8,1.3,2.2,9.1,10.6,5.9,2.8,8.7,0.212,0.9,1.3,2.1,2
Brook Lopez,78,2373,18.4,0.63,0.405,0.211,7.2,15.3,11.4,6.1,0.7,6.7,9.8,19.3,4.1,3.9,8,0.161,0.8,1.3,2.1,2.5
Robin Lopez,37,299,11.6,0.675,0.053,0.24,9.1,11,10,9.1,0.3,2.5,23.2,16.1,0.2,0.3,0.6,0.094,-3.4,0.3,-3,-0.1
Kevin Love,62,1240,13.1,0.548,0.698,0.215,5.5,32.6,18.9,13.2,0.6,0.9,13.1,19.2,0.6,2,2.6,0.099,0.2,0.4,0.6,0.8
Kyle Lowry,55,1718,12.6,0.565,0.639,0.278,2.8,12.9,7.7,23.4,1.7,1.2,15.9,16.7,1.5,1.9,3.4,0.096,-0.7,0.8,0.2,0.9
Trey Lyles,74,1247,14.2,0.607,0.588,0.304,6.3,21.1,13.7,7,1,2.2,12.2,18.1,1.4,1.2,2.6,0.098,0,-0.9,-1,0.3
Théo Maledon,44,854,11.6,0.515,0.374,0.291,1.7,13.9,7.7,24.2,2.1,1.2,17.1,17,0,0.9,0.8,0.047,-3,0.5,-2.5,-0.1
